x,y,y_true
0.0,1.6414976979779061,2.0
0.04201680672268908,1.2385019876214263,2.059697124944083
0.08403361344537816,2.466490146379919,2.1211761232514603
0.12605042016806722,2.631242339650436,2.184490181280534
0.16806722689075632,2.0820907131007735,2.249694072926047
0.2100840336134454,2.5396755771103643,2.3168442070047615
0.25210084033613445,3.659096802421797,2.38599867605553
0.29411764705882354,3.2034520485148916,2.457217306595982
0.33613445378151263,3.020284563911552,2.5305617108792933
0.3781512605042017,3.095007749588522,2.6060953401958296
0.4201680672268908,2.162733572034712,2.6838835397657608
0.46218487394957986,3.5172547165223538,2.7639936052701426
0.5042016806722689,1.8850845106137066,2.8464948410693713
0.546218487394958,2.69790937774891,2.931458620159374
0.5882352941176471,2.7063163403104014,3.0189584459174057
0.6302521008403362,2.0181756801067237,3.109070015690868
0.6722689075630253,3.114755612494461,3.2018712862841676
0.7142857142857143,4.9729386832181195,3.2974425414002564
0.7563025210084034,3.1190457661522486,3.395866461095209
0.7983193277310925,2.5858903418500128,3.497228193305919
0.8403361344537816,3.5205563991220377,3.6016154275127956
0.8823529411764707,4.591814760121129,3.709118470601179
0.9243697478991597,4.008874517624256,3.8198303249871213
0.9663865546218489,3.9312260124223823,3.9338467690750973
1.0084033613445378,2.8483046820917926,4.051266440117273
1.050420168067227,4.728912373194345,4.172190919545998
1.092436974789916,4.851489807618526,4.296724820853352
1.1344537815126052,6.187810936823278,4.424975880093763
1.1764705882352942,6.612355277403169,4.557055049088018
1.2184873949579833,5.574675459202804,4.693076591409254
1.2605042016806725,3.205589168616747,4.833158181234008
1.3025210084033614,3.4766302680481957,4.977421005143829
1.3445378151260505,3.895527255347296,5.125989866965516
1.3865546218487397,5.682928354783855,5.278993295740688
1.4285714285714286,4.465296667659352,5.43656365691809
1.4705882352941178,7.7674611490028935,5.59883726686484
1.512605042016807,6.128405029566264,5.765954510795648
1.5546218487394958,6.50502089174046,5.938059964222081
1.596638655462185,7.377399945011695,6.115302518026892
1.6386554621848741,6.856985951009527,6.2978355072716505
1.6806722689075633,4.558419746593561,6.485816843849088
1.7226890756302522,12.329710387771058,6.6794091530949355
1.7647058823529413,9.916385843523981,6.878779914477415
1.8067226890756305,10.367078233845742,7.084101606486119
1.8487394957983194,6.052032520154017,7.295551855845607
1.8907563025210086,4.734149773322146,7.513313591182832
1.9327731092436977,5.309139019970152,7.737575201281292
1.9747899159663866,6.123502999073801,7.968530698058854
2.0168067226890756,10.231249906354144,8.206379884410241
2.058823529411765,10.584635874465716,8.451328527059365
2.100840336134454,12.532604951625,8.703588534571042
2.1428571428571432,15.313880962618352,8.96337814067613
2.184873949579832,10.514821648937538,9.230922093068632
2.226890756302521,10.387583162714108,9.506451847838138
2.2689075630252105,8.940860985197546,9.79020576970579
2.3109243697478994,9.269028426060745,10.08242933823699
2.3529411764705883,7.773807553073269,10.3833753602093
2.3949579831932777,12.14986186383698,10.693304188319166
2.4369747899159666,11.924227961321211,11.01248394641675
2.4789915966386555,10.248606313695005,11.341190761463723
2.521008403361345,9.537264300666761,11.679709002414613
2.563025210084034,13.483984996835323,12.028331526228449
2.6050420168067228,17.17090889423053,12.387359931223502
2.647058823529412,13.019690780705695,12.757104817994291
2.689075630252101,14.103773458276692,13.137886058116571
2.73109243697479,11.797295104250045,13.530033070872824
2.7731092436974794,13.094498611293302,13.933885108237563
2.8151260504201683,13.258115541542553,14.349791548369037
2.857142857142857,13.761536900552079,14.7781121978613
2.8991596638655466,13.108327962246939,15.219217603018006
