x,y,y_true
0.0,1.9336122797278328,0.24726231566347745
0.07194244604316546,1.9500987018610592,0.2694971434405717
0.14388489208633093,-1.5736446466608913,0.29372552944733993
0.2158273381294964,0.2906799755020558,0.3201251088908429
0.28776978417266186,0.3505029329192331,0.3488891375286146
0.3597122302158273,0.5525101321695678,0.3802278262882952
0.4316546762589928,6.962575727326922,0.4143697825582597
0.5035971223021583,-0.39997619007707974,0.4515635652641091
0.5755395683453237,-0.38344506933733236,0.49207936103669425
0.6474820143884892,-0.8380495578142478,0.5362107889064983
0.7194244604316546,3.692302178411837,0.5842768410080168
0.7913669064748201,-0.6019416477449956,0.6366239667239014
0.8633093525179856,0.4289124877845735,0.693628307515474
0.935251798561151,3.397399987440475,0.7556980893423171
1.0071942446043165,3.1074913651084692,0.8232761790319965
1.079136690647482,-2.0267613451742807,0.8968428101782503
1.1510791366906474,6.42173793737758,0.9769184830718469
1.223021582733813,1.8964688403241845,1.064067041744371
1.2949640287769784,4.011394410042543,1.1588989293647085
1.3669064748201438,2.255057007249147,1.2620746208943117
1.4388489208633093,6.521645759056101,1.3743082289941706
1.5107913669064748,0.4538199780487824,1.4963712755865273
1.5827338129496402,-0.23729539437317682,1.6290966170999197
1.6546762589928057,3.012825441060466,1.773382506148636
1.7266187050359711,6.102946031241328,1.9301967660884667
1.7985611510791366,2.074482058135707,2.100581047413188
1.870503597122302,5.0213174512550705,2.285655126167452
1.9424460431654675,7.206239611958336,2.486621194307113
2.014388489208633,-1.5068593938784116,2.704768080095984
2.0863309352517985,7.130299407017038,2.94147532305816
2.158273381294964,6.6720674803857225,3.198217012598271
2.2302158273381294,2.0599161811645033,3.47656528208322
2.302158273381295,3.672089369437148,3.778193330924346
2.3741007194244603,2.749409652510517,4.104877826056435
2.446043165467626,6.999978828985634,4.458500511324591
2.5179856115107913,3.036862967057726,4.841048828933591
2.5899280575539567,7.259354981641602,5.254615331720547
2.661870503597122,9.947663009485002,5.701395639213875
2.7338129496402876,0.9855487662275708,6.183684665115147
2.805755395683453,8.07141872015702,6.70387082014518
2.8776978417266186,7.113601797798144,7.264427873616176
2.949640287769784,6.452529692525826,7.867904141472707
3.0215827338129495,9.921860110940933,8.516908660110412
3.093525179856115,8.89864047752102,9.214094006641433
3.1654676258992804,5.368313697768453,9.96213544039305
3.237410071942446,9.012612809736911,10.763706070551253
3.3093525179856114,11.605748934426332,11.621447804411549
3.381294964028777,10.333902543163259,12.537937903074756
3.4532374100719423,9.521947577746726,13.515651069750518
3.5251798561151078,22.02983556007537,14.556917122618765
3.597122302158273,20.063987103260455,15.663874460935734
3.6690647482014387,20.79166997725181,16.838419719737356
3.741007194244604,18.454670585009335,18.082154223044054
3.8129496402877696,13.203671948544315,19.39632808332149
3.884892086330935,19.956639464864157,20.78178304852285
3.9568345323741005,23.88173196171413,22.238895456451772
4.028776978417266,22.43589322466317,23.767520905189954
4.100719424460431,23.623922809368896,25.366942470566595
4.172661870503597,28.10819548580419,27.035824477308424
4.244604316546763,35.21969690074455,28.77217393851044
4.316546762589928,31.57759456065636,30.573311797665067
4.388489208633093,32.91713598108172,32.43585602032112
4.460431654676259,32.29586450312389,34.35571837486219
4.532374100719425,41.070681673334875,36.32811640729782
4.60431654676259,39.58452097852289,38.34760165588821
4.676258992805755,40.549690794305114,40.40810458101195
4.748201438848921,41.89454204135336,42.5029960281838
4.820143884892087,43.22761874217167,44.6251643321929
4.892086330935252,47.86763897724963,46.76710645098702
4.964028776978417,55.56260411553872,48.921030837274074
5.0359712230215825,51.77045850754789,51.0789691627259
5.107913669064748,55.38031911153101,53.23289354901298
5.179856115107913,53.62378615374233,55.374835667807105
5.2517985611510785,58.98635124365608,57.49700397181617
5.323741007194244,55.84248861112319,59.59189541898803
5.39568345323741,66.57901134109285,61.652398344111795
5.467625899280575,62.68008510660908,63.67188359270218
5.53956834532374,67.77885832962245,65.64428162513778
5.611510791366906,68.59237358495245,67.56414397967886
5.683453237410072,74.37915548378845,69.42668820233493
5.755395683453237,73.66440817159675,71.22782606148957
5.827338129496402,75.53184411832149,72.96417552269155
5.899280575539568,70.45331256690096,74.63305752943339
5.971223021582734,73.55078587282634,76.23247909481005
6.043165467625899,74.97716985237504,77.76110454354821
6.115107913669064,76.60455302400706,79.21821695147713
6.18705035971223,78.30499786176412,80.60367191667851
6.258992805755396,84.86763488505352,81.91784577695594
6.330935251798561,83.19129266912755,83.16158028026264
6.402877697841726,84.55850023745613,84.33612553906426
6.474820143884892,82.82897523825892,85.44308287738123
6.546762589928058,83.8125348916749,86.48434893024948
6.618705035971223,83.51012092535618,87.46206209692522
6.690647482014388,91.69969134506307,88.37855219558844
6.762589928057554,89.66276989793586,89.23629392944875
6.83453237410072,92.27478231430591,90.03786455960696
6.906474820143885,91.55867036404915,90.78590599335857
6.97841726618705,88.7963018420474,91.48309133988958
7.0503597122302155,91.97069550224901,92.1320958585273
7.122302158273381,86.31781601554552,92.73557212638383
7.194244604316546,95.45948081355345,93.2961291798548
7.2661870503597115,93.93835523082427,93.81631533488485
7.338129496402877,94.99074132435908,94.29860436078613
7.410071942446043,95.08653260549758,94.74538466827944
7.482014388489208,97.01148132249092,95.15895117106642
7.553956834532373,94.84937976971226,95.5414994886754
7.625899280575539,95.99809377120722,95.89512217394358
7.697841726618705,94.16769099075242,96.22180666907565
7.76978417266187,95.78434816064348,96.52343471791679
7.841726618705035,97.77096997911097,96.80178298740172
7.913669064748201,99.7972890554088,97.05852467694183
7.985611510791367,96.16827042391809,97.29523191990401
8.057553956834532,93.28151839175953,97.51337880569288
8.129496402877697,92.07474584219472,97.71434487383254
8.201438848920862,97.0872513320365,97.8994189525868
8.273381294964029,95.83285265662283,98.06980323391154
8.345323741007194,99.98463497742873,98.22661749385136
8.417266187050359,103.26295817073043,98.37090338290008
8.489208633093526,96.1267586667107,98.50362872441347
8.56115107913669,102.57686397231801,98.62569177100582
8.633093525179856,102.41603919668296,98.73792537910568
8.70503597122302,95.93651742486496,98.84110107063529
8.776978417266186,97.58887865370576,98.93593295825562
8.848920863309353,101.21655285503054,99.02308151692814
8.920863309352518,96.67471839990121,99.10315718982176
8.992805755395683,96.15926812778771,99.17672382096801
9.06474820143885,101.6327716817627,99.2443019106577
9.136690647482014,97.55809140031698,99.30637169248452
9.20863309352518,97.46000126800406,99.36337603327611
9.280575539568344,101.45696820491388,99.41572315899197
9.35251798561151,99.90045492370571,99.46378921109348
9.424460431654676,100.37331239447548,99.50792063896331
9.496402877697841,104.08985584092072,99.54843643473589
9.568345323741006,103.75807922214226,99.58563021744173
9.640287769784173,94.72518364579467,99.6197721737117
9.712230215827338,102.76328329915272,99.65111086247138
9.784172661870503,100.03136763145537,99.67987489110916
9.856115107913668,101.03197419286035,99.70627447055267
9.928057553956833,102.57143154345029,99.73050285655943
10.0,105.5840188802653,99.75273768433654
